Date,Close,Open,Volume
2009-01-02,0.014159159734845161,0.014159159734845161,0
2009-01-05,0.014159159734845161,0.014159159734845161,0
2009-01-06,0.014159159734845161,0.014159159734845161,0
2009-01-07,0.014159159734845161,0.014159159734845161,0
2009-01-08,0.014159159734845161,0.014159159734845161,0
2009-01-09,0.014159159734845161,0.014159159734845161,0
2009-01-12,0.014159159734845161,0.014159159734845161,0
2009-01-13,0.014159159734845161,0.014159159734845161,0
2009-01-14,0.014159159734845161,0.014159159734845161,0
2009-01-15,0.014159159734845161,0.014159159734845161,0
2009-01-16,0.014159159734845161,0.014159159734845161,0
2009-01-19,0.014159159734845161,0.014159159734845161,0
2009-01-20,0.014159159734845161,0.014159159734845161,0
2009-01-21,0.014159159734845161,0.014159159734845161,0
2009-01-22,0.014159159734845161,0.014159159734845161,0
2009-01-23,0.014159159734845161,0.014159159734845161,0
2009-01-29,0.014159159734845161,0.014159159734845161,0
2009-01-30,0.014159159734845161,0.014159159734845161,0
2009-02-02,0.014159159734845161,0.014159159734845161,0
2009-02-03,0.014159159734845161,0.014159159734845161,0
2009-02-04,0.014159159734845161,0.014159159734845161,0
2009-02-05,0.014159159734845161,0.014159159734845161,0
2009-02-06,0.014159159734845161,0.014159159734845161,0
2009-02-09,0.014159159734845161,0.014159159734845161,0
2009-02-10,0.014159159734845161,0.014159159734845161,0
2009-02-11,0.014159159734845161,0.014159159734845161,0
2009-02-12,0.014159159734845161,0.014159159734845161,0
2009-02-13,0.014159159734845161,0.014159159734845161,0
2009-02-16,0.014159159734845161,0.014159159734845161,0
2009-02-17,0.014159159734845161,0.014159159734845161,0
2009-02-18,0.014159159734845161,0.014159159734845161,0
2009-02-19,0.014159159734845161,0.014159159734845161,0
2009-02-20,0.014159159734845161,0.014159159734845161,0
2009-02-23,0.014159159734845161,0.014159159734845161,0
2009-02-24,0.014159159734845161,0.014159159734845161,0
2009-02-25,0.014159159734845161,0.014159159734845161,0
2009-02-26,0.014159159734845161,0.014159159734845161,0
2009-02-27,0.014159159734845161,0.014159159734845161,0
2009-03-02,0.014159159734845161,0.014159159734845161,0
2009-03-03,0.014159159734845161,0.014159159734845161,0
2009-03-04,0.014159159734845161,0.014159159734845161,0
2009-03-05,0.014159159734845161,0.014159159734845161,0
2009-03-06,0.014159159734845161,0.014159159734845161,0
2009-03-09,0.014159159734845161,0.014159159734845161,0
2009-03-10,0.014159159734845161,0.014159159734845161,0
2009-03-11,0.014159159734845161,0.014159159734845161,0
2009-03-12,0.014159159734845161,0.014159159734845161,0
2009-03-13,0.014159159734845161,0.014159159734845161,0
2009-03-16,0.014159159734845161,0.014159159734845161,0
2009-03-17,0.014159159734845161,0.014159159734845161,0
2009-03-18,0.014159159734845161,0.014159159734845161,0
2009-03-19,0.014159159734845161,0.014159159734845161,0
2009-03-20,0.014159159734845161,0.014159159734845161,0
2009-03-23,0.014159159734845161,0.014159159734845161,0
2009-03-24,0.014159159734845161,0.014159159734845161,0
2009-03-25,0.014159159734845161,0.014159159734845161,0
2009-03-26,0.014159159734845161,0.014159159734845161,0
2009-03-27,0.014159159734845161,0.014159159734845161,0
2009-03-30,0.014159159734845161,0.014159159734845161,0
2009-03-31,0.014159159734845161,0.014159159734845161,0
2009-04-01,0.014159159734845161,0.014159159734845161,0
2009-04-02,0.014159159734845161,0.014159159734845161,0
2009-04-03,0.014159159734845161,0.014159159734845161,0
2009-04-06,0.014159159734845161,0.014159159734845161,0
2009-04-07,0.014159159734845161,0.014159159734845161,0
2009-04-08,0.014159159734845161,0.014159159734845161,0
2009-04-09,0.014159159734845161,0.014159159734845161,0
2009-04-14,0.014159159734845161,0.014159159734845161,0
2009-04-15,0.014159159734845161,0.014159159734845161,0
2009-04-16,0.014159159734845161,0.014159159734845161,0
2009-04-17,0.014159159734845161,0.014159159734845161,0
2009-04-20,0.014159159734845161,0.014159159734845161,0
2009-04-21,0.014159159734845161,0.014159159734845161,0
2009-04-22,0.014159159734845161,0.014159159734845161,0
2009-04-23,0.014159159734845161,0.014159159734845161,0
2009-04-24,0.014159159734845161,0.014159159734845161,0
2009-04-27,0.014159159734845161,0.014159159734845161,0
2009-04-28,0.014159159734845161,0.014159159734845161,0
2009-04-29,0.014159159734845161,0.014159159734845161,0
2009-04-30,0.014159159734845161,0.014159159734845161,0
2009-05-04,0.014159159734845161,0.014159159734845161,0
2009-05-05,0.014159159734845161,0.014159159734845161,0
2009-05-06,0.014159159734845161,0.014159159734845161,0
2009-05-07,0.014159159734845161,0.014159159734845161,0
2009-05-08,0.014159159734845161,0.014159159734845161,0
2009-05-11,0.014159159734845161,0.014159159734845161,0
2009-05-12,0.014159159734845161,0.014159159734845161,0
2009-05-13,0.014159159734845161,0.014159159734845161,0
2009-05-14,0.014159159734845161,0.014159159734845161,0
